Jan 02, 2019 3:30:03 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 02, 2019 3:30:03 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/vagrant/opendaylight-0.9.1/lock
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 02, 2019 3:30:04 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2019-01-02T03:30:05,517 | INFO  | pool-1-thread-2  | FeaturesServiceImpl              | 8 - org.apache.karaf.features.core - 4.1.6 | Adding features: f86f9f81-84c4-4a1e-8ed6-3bcb8165740b/[0,0.0.0]
2019-01-05T02:37:12,568 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:38:37,245 | INFO  | jobcoordinator-main-task-3 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546655617058, getInterface=132135812337331:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T02:38:37,274 | INFO  | jobcoordinator-main-task-3 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546655617064, getInterface=220947719181268:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T02:38:37,307 | INFO  | jobcoordinator-main-task-3 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546655617061, getInterface=123791067074062:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T02:39:12,568 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:39:12,571 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:41:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:41:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:43:12,561 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:43:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:45:12,569 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:45:12,569 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:47:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:47:12,574 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:49:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:49:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:51:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:51:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:53:12,572 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:53:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:55:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:55:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:57:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:57:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:59:12,570 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T02:59:12,570 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:01:12,563 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:01:12,563 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:01:28,745 | INFO  | jobcoordinator-main-task-0 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546656988320, getInterface=132135812337331:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:01:28,774 | INFO  | jobcoordinator-main-task-0 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546656988323, getInterface=220947719181268:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:01:28,790 | INFO  | jobcoordinator-main-task-0 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546656988326, getInterface=123791067074062:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:03:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:03:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:05:12,563 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:05:12,566 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:07:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:07:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:09:12,568 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:09:12,571 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:11:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:11:12,568 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:13:12,566 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:13:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:15:12,586 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:15:12,587 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:17:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:17:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:19:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:19:12,573 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:21:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:21:12,566 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:23:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:23:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:25:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:25:12,565 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:27:12,575 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:27:12,576 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:29:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:29:12,578 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:31:12,563 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:31:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:33:12,562 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:33:12,577 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:35:12,603 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:35:12,603 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:37:12,564 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:37:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:38:37,255 | INFO  | jobcoordinator-main-task-1 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546659217085, getInterface=132135812337331:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:38:37,274 | INFO  | jobcoordinator-main-task-1 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546659217089, getInterface=220947719181268:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:38:37,295 | INFO  | jobcoordinator-main-task-1 | ElanSmacFlowEventListener        | 336 - org.opendaylight.netvirt.elanmanager-impl - 0.7.1 | Deleting the Mac-Entry:MacEntry{getControllerLearnedForwardingEntryTimestamp=1546659217069, getInterface=123791067074062:br-ex-patch:trunk, getIpPrefix=IpAddress{_ipv4Address=Ipv4Address{_value=192.168.100.1}}, getMacAddress=PhysAddress{_value=0A:00:27:00:00:01}, isIsStaticAddress=false, augmentations={}} present on ElanInstance:24ee0046-b656-4632-94bb-3dc44ea26a45
2019-01-05T03:39:12,562 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:39:12,567 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 220947719181268:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
2019-01-05T03:41:12,570 | INFO  | pool-44-thread-1 | ArpNotificationHandler           | 353 - org.opendaylight.netvirt.vpnmanager-impl - 0.7.1 | ArpNotification Non-Gratuitous Request Received from interface 132135812337331:br-ex-patch:trunk and IP 192.168.100.202 having MAC FA:16:3E:E2:AD:F7 target destination 192.168.100.1, ignoring..
